,question,result
8140,in jADAVPUR UNIVERSITY nata is nacessary for archature or can we take admission on the bases of jee mains paper 2 (b.arch),"('EXAM-answer key-direct-factual', 'EXAM-pattern-direct-opinion', 'EXAM-sample papers-direct-factual', 'EXAM-sample papers-direct-opinion')"
8141,Will there be any problem in pursuing electrical engineering? I am an orthopedically handicapped student.,()
8142,"do lingaya  university offers better placement , are placements good for lingaya university in 2013","('LISTING-placements-direct-opinion',)"
8143,I have scored 72 percentile in cat ....am I eligible to yake admission for mba ??,"('LISTING-eligibility-direct-factual', 'LISTING-eligibility-direct-opinion')"
8144,What is the qualification required to get admission for ethical hacking course after completing class 12th?,()
8145,"I have complete graduation in 2012 and i am interested in upsc exam, but i have only 42% in 12th and 47% in graduation. can i eligible.",()
8146,"Which is a better course to pursue, BCA or B.Tech in CSE?","('COMPARISON-course comp-indirect-opinion',)"
8147,what is ythe fee of the hostel &amp; mess per yr ?,"('LISTING-Fees-direct-factual',)"
8148,What is the age limit to pursue B.Tech?,"('LISTING-Entrance exam-direct-opinion',)"
8149,when 2nd sem  session of   btech  going 2 start in  pune university??????,()
8150,Please any one tell me how much does it cost to me if I goto France for studies?,"('LISTING-Fees-indirect-factual',)"
8151,which short term course good to select after BE electrical and electronics..?.i have more interested to do job in constructional field.,()
8152,"Helo,  I want to know how many Fee is MBA",()
8153,which is the best option for mass comm studies in pune? what are the reviews of isb&amp;m and indira school of communication?,()
8154,Am I eligible for any NIT? I have scored 66 marks in jee main exam and 81% in cbse 12th and i m a general candidate.,()
8155,What are the NIT fees for an SC student?,"('LISTING-Fees-direct-opinion',)"
8156,Does this university have a provision for b.ed from distance learning. what is the criteria to apply for this course and when will be the addmission  forms for this will be out. kindly tell me the dates and percentage requried.?,()
8157,well I have read many reviews that biotechnology as a career is not so futile in India. It also is not so bright salary-wise. Is this true ?,()
8158,Which courses can I pursue in Canada? I have done my 12th from commerce stream and I am willing to go to Canada.,()
8159,"What is the scope of doing MTech in electronics and communication from Thapar University, Patiala?",()
8160,Hi Please tell me about the placements record in MBA particularly in banking and insurance sector from USMS GGIPU,"('LISTING-placements-direct-opinion',)"
8161,may i know if my admission status? i have not recieved an admission confirmation letter and id card yet.,()
8162,What is the difference between percentage and percentile?,()
8163,How many marks do I need to get admission in VITEEE?,()
8164,What will be the overall fee of PES University if I join it through management quota?,()
8165,How can get admission in LLB after BA in Maharashtra?,"('COMPARISON-course comp-indirect-opinion',)"
8166,What is the right time to look for a job if you are doing an MBA through distance learning?,()
8167,Which of these is better: B.Tech in CSE from VIT University or B.Tech in Petroleum Engineering from UPES?,"('COMPARISON-College comparison-indirect-factual',)"
8168,Can I get admission in IIIT-Jabalpur or NIT according to my score? I scored 84 in JEE Mains and 93% in UP boards. I belong to OBC category.,()
8169,"What is the fee payment mode and last year fee? What should I do, if I get allotment letter? How much time will it take to get admission?",()
8170,What is the minimum marks required for CMAT and CET to get admission?Is there 100% placements?,()
8171,"i'm currently doing my BE mechanical 3rd year , i wish to go for automobile courses after completion of my course. what all preparation i want t o take? is it  a wise option? better to stay in India or abroad? if abroad which country you prefer? pls help me in this i'm having no idea abt this",()
8172,if i have done bsc in medical would i be eligible for msc in forensic science and what is the procedure to apply in nicfs,()
8173,Am I eligible to apply? I have scored 27 in JEE and got 62% in 12th exams.,()
8174,Which one is better computer engg or automobile engg???,()
8175,how many subjects are held for bsc,()
8176,what is the fees for Mech Eng.,"('LISTING-Fees-direct-opinion',)"
8177,"Am I eligible get a call from the Great Lakes with 64 percentile in CAT'16, 92% in 10th, 90% in 12th and 93% in UG?",()
8178,"If I solve all the papers from 1990 to 2015, will it help me to get a good score in CAT exam?",()
8179,Which are the good law colleges in India? How much 12th percentage is required to get admission for BA LLB in the same?,()
8180,I completed graduation in B.Com in 2015 &amp; wishing to pursue MBA through correspondence. Which are the best universities for the same?,()
8181,Are there any vacant seats after 3 rounds?,()
8182,Which is the best government college to pursue BA LLB?,"('COMPARISON-course comp-indirect-opinion',)"
8183,"Which rank is preferred during the CAP rounds for the college selection, state rank or home university rank?",()
8184,Am I eligible to apply for MBA in LLIM? I have scored 78 percentile in ATMA.,()
8185,what about cut off,"('EXAM-cut off-direct-opinion', 'LISTING-Cut off-direct-factual', 'LISTING-Cut off-direct-opinion')"
8186,What is the minimum percentile i need to score in MAT to get admission in this college? How is the placement?,"('EXAM-scores-direct-opinion',)"
8187,Are B.Com general students eligible for doing MBA?,"('LISTING-eligibility-direct-factual',)"
8188,What is the admission fee in LPU and how much i have to pay per semester including hostel facilities and other accomodations?,"('LISTING-hostel-direct-opinion',)"
8189,"What is the yearly expenditure in BITS, VIT and IIT-B for computer science? I am from a middle-class family.",()
8190,Is it possible to take admission in aeronautical engineering without taking JEE Mains?,()
8191,"Which course is better for bright future, hotel management or aviation?","('COMPARISON-course comp-indirect-opinion',)"
8192,How much marks are required to get admission in COEP?,()
8193,I have got 256 marks in NEET2. Can I get admission in good medical college?,()
8194,What are the number of seats available for B.Tech in mechanical engineering from SRM University?,()
8195,I want to join a class for CAT preparation but am very confused as to which class is better between BYJU and IMS ?,()
8196,What is the difference between MBA in hospital management and MBA in Heath care management?,"('COMPARISON-course comp-indirect-opinion',)"
8197,How can I get admission in IIST? Which entrance exam do I need to qualify?,"('LISTING-Entrance exam-direct-opinion',)"
8198,Which is a better course to pursue among B.Com (general) or B.Com (computer applications)?,"('COMPARISON-course comp-indirect-opinion',)"
8199,Which one is better for B.Tech among Government College of Engineering-Karad and VIT-Pune?,()
8200,I scored 99199 rank in JEE Mains. Which college in West Bengal can I get according to my rank?,()
8201,I want to do phd in computer science. but now i forget all syllabus. so what should i do,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8202,what is the last date for M.C.A entrance exam ???,"('EXAM-dates-direct-factual',)"
8203,Do I need to appear for JEE Mains if I want to pursue Diploma after completing class 12th?,"('EXAM-eligibility-indirect-opinion',)"
8204,"How is the college give me to complete detail about Indira institute of management, Pune like :- faculty, placement etc.",()
8205,What is the cost to study in US universities?,"('LISTING-Affiliation-indirect-factual', 'LISTING-Fees-indirect-factual')"
8206,Can I get admission in Thapar for CSE? I have scored 85% in my class 12th and I expect above 90 in JEE main.,()
8207,Is it a right decision to do Masters in renewable energy? Which subject will be the best option for my Masters?,()
8208,Is it compulsory to appear for CAT exam for all the colleges of Chandigarh? I want to do MBA in HR from Chandigarh.,()
8209,What is the difference between aeronautical and aerospace engineering ?,"('COMPARISON-course comp-indirect-opinion',)"
8210,WHATS THE FEE STRUCTURE INCLUDING HOSTEL FOR BBM,"('LISTING-Fees-direct-factual', 'LISTING-hostel-direct-opinion')"
8211,When the Maharashtra MBA CET rounds are starting?,()
8212,I have passed my class 12th. I want to be an IAS officer. What should I do now for the same?,()
8213,Is there any other date for GD-PI in Delhi?,"('EXAM-GDPI-direct-opinion', 'LISTING-GDPI-direct-opinion')"
8214,Is Aptech AICTE approved? How much fees every year?,"('LISTING-Affiliation-indirect-factual',)"
8215,"How is East Point College of Engineering and Technology, Bangalore to pursue civil engineering?",()
8216,How can I get admission in a foreign university to pursue UG after completing class 12th?,"('LISTING-Admissions-direct-factual',)"
8217,What is the procedure to be followed for MBBS admission,"('LISTING-Admissions-direct-factual',)"
8218,What is the rank of Lakshya Institute in India?,"('COMPARISON-College comparison-direct-opinion', 'LISTING-ranking-direct-factual', 'LISTING-ranking-direct-opinion')"
8219,Will it be difficult for me to get into a good PGDM college as I have scored only 52% in B.Com (SOL)?,()
8220,"many negative reviews are there. i want to do something on embedded system, so i am confused to join this institute.",()
8221,My jee mains marks is 100 and I belong to sc category from Chandigarh.can I get admission in pec?,()
8222,Is it true that this college does not provide good placements and faculty?,"('LISTING-placements-direct-factual', 'LISTING-placements-direct-opinion')"
8223,Can i appear BBA part 1 and par 2 exams for private at the same time in NAGPUR?,()
8224,"Which course should I pursue to get better career prospects, B.Sc in agriculture, Pharm.D, BHMS or homoeopathy?","('COMPARISON-course comp-indirect-opinion',)"
8225,How much do I need to score in graduation to get admission in this college? Do I need to write any entrance exam for the same?,"('LISTING-Admissions-indirect-factual',)"
8226,Which entrance exam do I need to give for computer science engineering and which are the best colleges for the same?,"('LISTING-Entrance exam-direct-opinion',)"
8227,Which branch should I choose to become a scientist between electronics &amp; communication engineering and computer science engineering?,"('COMPARISON-course comp-indirect-opinion',)"
8228,i am in the final year of my graduation(Bsc biotech).now i want to do MBA from bangalore. can you tell me the good MBA colleges of banglore and thier criteria of admission with the dates of thier entrance exam,()
8229,I want to do course of Materials Management searching for Institute in Ahmedbad where  can find it?,()
8230,I got 165 scaled score. Am I eligible for NMIMS?,"('LISTING-eligibility-direct-factual',)"
8231,i want do registration for icwai inter exam in dec 2012.so which is the last date of registraton,()
8232,One advice needed... i completed M.Sc computers and i worked 2 years in degree college then i did my Mtech IT from AAIDU-DEC.In the second year i Shifted to IT industry and worked for 5 years .And now i want to move in Engineering college does this can be?Can i join in engineering college in Andhra pradesh?iF so how much can be my starting payment can be?,()
8233,"Which course should I pursue along with CS, MBA or LLB?","('COMPARISON-course comp-indirect-opinion',)"
8234,What are my chances of admission with CMAT score of 14 in 2015?,"('EXAM-scores-direct-opinion',)"
8235,What is the syllabus of B.Sc in the University of Rajasthan?,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8236,What is the placement record for 2015-2017? How is the culture of this college? I am planning to pursue MBA in finance.,()
8237,How can I get admission in IIM for MBA?,()
8238,Which engineering branch will I get in any of the NITs? I have got 135 in JEE Mains and scored 35574 rank.,()
8239,Can I get into this college for MBA finance with 633 composite score in Dec. MAT 2016? I belong to OBC category.,"('EXAM-scores-direct-opinion',)"
8240,Is it good to take admission in SRM University to pursue B.Tech for good placement?,()
8241,"Which is the best college for BE among SASTRA and CEG, Guindy in terms of faculty and placements?",()
8242,"hi... i got gate score-591 in cs stream and my air is 1847... and my percentile is 98.27... what college can i apply... would i get any good nit, and any iit...",()
8243,"Hi, I have comleted my 10+2 this year.. I am 39 yrs old... I want to seek admission in BA.LL.B Course.. You are requested to provide the institute list. where I can enroll.. let it be any paid seat... Someone told me that there is Age Limit to seek Admission in BA.LL.B course.. As I already told that I am 39 years old... with 10+2",()
8244,Is it mandatory to come along with parents/guardian during submission of certificate &amp; fee payment after TANCET counselling?,()
8245,"If i want to get admission for Fab intake, so how much months before i have to start preparation for admission?","('EXAM-preparation-direct-opinion',)"
8246,Am i eligible for international studies?],"('LISTING-eligibility-direct-factual',)"
8247,Is J P Institute of Technology a better college than Galgotias College in Delhi?,"('COMPARISON-College comparison-indirect-opinion',)"
8248,Can I get admission in Madras Institute of Technology through JEE Mains?,()
8249,"what should i choose after b.tech,either ca or psu for making money and fame","('COMPARISON-course comp-indirect-opinion',)"
8250,Which is best training center in Bangalore for an embedded course?,()
8251,how many marks required to crack NEET exam,()
8252,"Can you provide the list of top 10 engineering colleges in Indore, Madhya Pradesh (rank wise)?",()
8253,Is it worth to pursue MMS finance from this college? What was the lowest and highest package offered for MMS finance?,()
8254,Whether a student who has scored 58% in HSC (Arts) is eligible for BBA or BMM course? What are the other options apart from BA?,"('LISTING-eligibility-direct-factual',)"
8255,is it approved by Mumbai University????,"('LISTING-Affiliation-indirect-factual',)"
8256,"i am a B.Pharm. graduate and studying B.L.course. i am interest in medico legal practice, is there any university offers medico legal course in distence mode? and advise me what kind of carriers available for my profession?",()
8257,I wanted to know about the University Of Wales MBA . If it is recognised by the singapore govt. ?,()
8258,What is the gate cut off for admission in Mtech (thermal engineering ) in Thapar university ?,"('LISTING-Cut off-direct-opinion',)"
8259,What should I do to score good in class 10th?,"('EXAM-scores-direct-opinion',)"
8260,What is the JEE Mains score required to get admission in the IIIT Allahabad?,()
8261,"I am keyur ankola from pune.I completed diploma in mechanical branch with &quot;54.65 percentage&quot; from saurashtra university,Gujarat,India.I want to take addmission in direct second year of degree mechanical engg.In which university i can get the admission easily and will be good for my future.If i can't get admission in direct second year of degree mechanical then which university will be good to take admission in first year..pls.reply me via email:prince_keshod@yahoo.comThanks in advance for help..",()
8262,I want to do B.E. with Aircraft Maintainence Engineering . when will combined entrance test will be held in 2011 and the date of distribution of its forms. Please answer me soon with all suitable details.,()
8263,What is the date of BHU entrance exam for 10+2?,()
8264,Which University is LSC affiliated with ?,"('LISTING-Affiliation-direct-factual', 'LISTING-Affiliation-direct-opinion')"
8265,Which is the best European country to pursue MBA? What other options do I have apart from Europe for MBA?,()
8266,Is CIB mode of education certified by UGC ?  Will one be eligible for other regular admissions after completing the same?,"('LISTING-eligibility-direct-factual',)"
8267,Can I get admission in HBTI Kanpur in B.Tech? I have got 60 marks in JEE Mains and 90.6% in UP board. I belong to OBC category.,"('LISTING-Admissions-direct-opinion',)"
8268,Who should go for counselling of iist,"('EXAM-counseling-direct-factual', 'LISTING-Counselling-direct-factual', 'LISTING-Counselling-direct-opinion')"
8269,Will the seats be left for 2nd counselling? I have my MBA counselling tomorrow but I won't be able to attend it.,"('EXAM-counseling-direct-factual', 'LISTING-Counselling-direct-factual', 'LISTING-Counselling-direct-opinion')"
8270,Which colleges can I get under IPU with 5805 rank in IPU-CET for BA-LLB? I belong to OBC category and I am not from Delhi.,()
8271,this institute considers gmat scores or any other exams for mba ? if an,()
8272,Is it tough to qualify JEE Mains exam?,()
8273,How do you rate PT EDUCATION for career guidance and admissions? please give some comments,()
8274,"done my bba but haven't got my marksheets yet and for my masters overseas, i need it for visa filing... what to do? plzz help",()
8275,If i get 45% or fail in t.y.b.com improvement exam which i have got 50% in first attempt then which result will be considered ?,()
8276,What are my chances to get admission with CMAT score of 114?,"('EXAM-scores-direct-opinion',)"
8277,Which are the top private colleges in India to do aerospace engineering?,"('COMPARISON-College comparison-direct-opinion',)"
8278,Which is the best engineering stream among electrical and computer science?,()
8279,where can i get m.tech seat,()
8280,can we get admission in mtech without having gate score?,"('EXAM-scores-direct-opinion',)"
8281,How to proceed for MBA? I am currently in final year of BE in civil engineering.,()
8282,How is the placement assistance of Kurukshetra University for BE or B.Tech in CSE?,()
8283,Can I qualify NEET by solving the biology and chemistry question papers of last 20 years and completing all the chapters of my NCERT book?,"('EXAM-sample papers-direct-opinion', 'EXAM-sample papers-indirect-factual')"
8284,What is the JEE Mains paper 2 cut-off for general category students?,"('EXAM-answer key-direct-factual',)"
8285,What is the eligibility criteria for groups exam?,"('EXAM-eligibility-direct-opinion',)"
8286,Is Galgotias University a good option for B.Tech in CS? How many campuses of Galgotia are there in UP?,()
8287,i got 104 in jee mains &amp; 86.8% in12th (cbse) can i get admission in  thapar,()
8288,"From which IIMs can I get a call, if I score 97 to 98 percentile? I have scored in class 10th: 87%, 12th: 83% and BE: 60%.","('EXAM-scores-direct-opinion',)"
8289,Will I be able to get a management course seat if I haven't scored well in any MBA exam but score a good rank in PGCET?,"('EXAM-scores-direct-opinion',)"
8290,@ IS L.P.U. is better for b.tech than any private college of  U.P.T.U.,()
8291,Which books should be prefered for the preparation of MBBS entrance exam in AIMS?,"('LISTING-Entrance exam-direct-opinion',)"
8292,i would like to go for DLL what is the procedure and kindly tell me about the expeected exam dates and centers,()
8293,"Can you review SIES Institute of Management (SIESCOMS)? How is it in terms of infrastructure, crowd and faculty?",()
8294,HOW CAN I PREPARE MYSELF FOR NET &amp; SET EXAM.,()
8295,Am I eligible to pursue BBA from Delhi University after studying 12th with commerce + web technology?,"('LISTING-eligibility-direct-factual',)"
8296,What is the CUSAT cut-off for B.Tech?,"('EXAM-cut off-direct-opinion', 'LISTING-Cut off-direct-factual', 'LISTING-Cut off-direct-opinion')"
8297,can we get admission to niet widout applying via managemnt quota but through upsee girls quota ranking if we donot attend the counselling?,"('LISTING-Counselling-direct-opinion',)"
8298,"Which is a good college for automobile engineering among VIT, SRM, LPU, JSS-Noida and UPES?",()
8299,is sikkim manipal university aicte recognised?,"('LISTING-Affiliation-indirect-factual',)"
8300,I have scored in CMAT: 58.3% and MAT: 86.3 percentile. Am I eligible to get admission?,"('LISTING-eligibility-direct-factual',)"
8301,pgset 2012 notification for jntu kakinada,()
8302,"how is placement in jyotirmoy school of business, Kolkatta (sonapur) is it  100% placement assured.","('LISTING-placements-direct-opinion',)"
8303,what is the ranking of christ college of ingineering pls tell me im very confused,()
8304,Is MBA better than business?,"('COMPARISON-course comp-indirect-opinion',)"
8305,Am I eligible to apply in Ranchi University for M.Phil. (political science)? I have done MA from NEFTU.,"('LISTING-eligibility-direct-factual',)"
8306,What is the total fees for two year MBA course? Is the hostel facility available? I am an SC. Does the college offer any scholarship?,"('LISTING-Fees-direct-factual', 'LISTING-Fees-direct-opinion')"
8307,My brother has done B.Tech in aeronautical engineering. Which course would be better for him in aviation?,"('COMPARISON-College comparison-indirect-factual',)"
8308,Am I eligible for B.Sc in hospitality and hotel administration if I have opted for commerce stream in class 12th?,()
8309,Which is the best college for M.Sc maths in Tamil Nadu? How to prepare for their entrances?,()
8310,I am working with MNC and having 3 years of  work experience. Does ICFAI Business School offers Executive MBA program? What are the eligibility criteria?,()
8311,I m doing BBA. What else can i do other than MBA for getting good package?,()
8312,"What is the fee structure of National Law University, Delhi?",()
8313,Which is the best option to pursue B.Tech in CSE among Lovely Professional University and Chandigarh University?,()
8314,"Can you tell me about IFIM-Banglore's faculty, placements, academics and the crowd? I am pursuing B.Com honors. CMAT- 63.3 percentile (141).",()
8315,my cat score is 40 % and would like to pursue full time mba in marketing. can you please help me with the institues accepting this score,"('EXAM-scores-direct-opinion',)"
8316,In which college can I get admission to pursue MBA with 82.35 percentile in CAT exam?,()
8317,when the forms of AME will be distributed and when the entrance test will held in 2016,()
8318,Which specialisation should I opt in B.Com to make career in travel and tourism? I have completed 2nd PUC in commerce stream.,()
8319,Will the admission dates get extended? The web site is down.,()
8320,"Which one is better among JIMS, Kalkaji and Bulmim in terms of placement?",()
8321,Which are the good institutes in Lucknow for IAS coaching?,"('EXAM-coaching -direct-opinion',)"
8322,WHAT IS THE SYLLABUS OF IAS EXAME,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8323,"Can you suggest me some books to refer to or some study material to crack the entrance exam of MA English from Panjab university,chd","('LISTING-Entrance exam-direct-opinion',)"
8324,"i would like to have list of various professional courses available within india, eligible for a 10 pass student",()
8325,i am an english graduate of 2008 can i do harware and network engneering course..??am i fit for this couse as i am an arts graduate??which is the best institute for doing this course in kolkata with good placement facility..??what are the scopes for job prospects..will be the starting salary after doing this course??plzzz help me and suggest me the best institutes for this course....,()
8326,From where can I get the list of top colleges for MBA?,()
8327,I want to know whether it is worth doing SAS course from a local institute.,()
8328,i join the B.sc agri .i write any entrance exam?counciling date?appication form issue date?,"('EXAM-dates-direct-factual', 'EXAM-dates-direct-opinion')"
8329,The diploma students are eligible for admission in you college,"('LISTING-eligibility-direct-factual',)"
8330,How to get admission in PSG College of Technology for B.Tech in CSE?,()
8331,I got 68 marks in jee mains 2015 and 69% in cbse boards.please suggest me some good collages....in category - obc,()
8332,I have 70 percentile in CAT. Can I apply?,()
8333,Which exam should I give among MAT and CMAT? What is the difference between the both?,()
8334,"After B.Sc chemistry, which entrance exam will I be eligible for?","('LISTING-eligibility-direct-factual',)"
8335,Which colleges should I fill up in JoSSA for seat allotment? My JEE Mains 2017 score is 119 and I have got 76% in class 12th.,()
8336,What is the total fee for mba in Amity Jaipur including hostel expenses ?,"('LISTING-Fees-direct-factual',)"
8337,Which colleges can I get with a rank of 65947 and 105 score in JEE Mains?,()
8338,Am I eligible to appear in BITSAT 2016?,"('LISTING-eligibility-direct-factual',)"
8339,Is is possible to transfer my studies to the US? I am currently in my 4th Semester,()
8340,Which course is better among veterinary and marine biology to build a future in abroad? Which one of them is related to finance?,"('COMPARISON-course comp-indirect-opinion',)"
8341,how is singhad for mba in finance? what were the current placements for finance?what are the average and highest package for finance ?,"('LISTING-placements-direct-opinion',)"
8342,Are there any prerequisites or qualifications required for the 72 hour javascript course? Can a 9th grader join? How many hours a day is it?,()
8343,Asia-Pacific will be better than NDIM in industry-interface and placements mainly in IT-sector?,()
8344,i have done BBA from (www.eimsr.com) emperial institute of management science and research. am i eligible for MBA from ur university,"('LISTING-eligibility-direct-factual',)"
8345,How many marks do I need to score in JEE Mains to get admission in an NIT for CSE?,"('LISTING-Cut off-indirect-opinion',)"
8346,How can a person can get higher salary packages (like in IIMs) while studying in an ordinary MBA college?,()
8347,how much are the exam fees for ccna certification?,"('LISTING-Fees-direct-opinion',)"
8348,I am pursuing BE in EXTC and I want to work in I.T. domain after my graduation. What should be the right time to do MBA?,()
8349,"Hi, im now pursuing my 3rd year b.tech i instrumentation in india.. i want to do my M.s in italy or germany after my engineering....till now i have an aggregate of 75percent..so can i opt for them or should i change my option to something else...im also intrested in doing group 1 ...so please sugest me...the corect area .......",()
8350,What was the placement percentage in PES for MBA?,"('LISTING-placements-direct-factual',)"
8351,I want to complete my reference book along with NCERT to get under 1000 rank in JEE Advanced. How is this study plan?,()
8352,ihave done my 1st yr engineering then took a drop for 3 yrs... but i wanna finish it.. is there any way i can give my final year exams directly...,()
8353,which universities would u prefer me in UK or USA or Newzealand. i wanna do masters.,()
8354,Which is better among B.Com and B.Com LLB for a better career?,"('COMPARISON-course comp-indirect-factual', 'COMPARISON-course comp-indirect-opinion')"
8355,What is the eligibility criteria to pursue MBA in IIM-A?,"('LISTING-eligibility-direct-factual',)"
8356,I want to crack JEE mains and advanced. Can you recommend the best video lecture providers in offline mode?,()
8357,I have got 88 percentile in NEET 2016. Which colleges can I expect to get with this score?,"('EXAM-scores-direct-opinion',)"
8358,"helloi am a student of Electronins and communication engineeringI am preparing for engineering services examination of UPSC,can anyone tell where can i find the last 5 to 10 years question papers of the examination thanking you","('EXAM-sample papers-indirect-factual',)"
8359,how about the infrastructure and placements at ISMS bangalore? somebody please help me out.,"('LISTING-placements-direct-opinion',)"
8360,What is the total fees including hostel and tuition in guru nanak Dev engineering collage in ludiana,"('LISTING-Fees-direct-factual',)"
8361,I have given entrance exam for B.ed but not cleared the test can i apply,()
8362,"Thanks a ton for replying soon, One last question i want to ask is Actuarial Coaching requires any entrance exam???",()
8363,i wnt to know the fees details and admission date. is there any entrance exam for mca ?,"('EXAM-dates-direct-factual',)"
8364,"Which institute is better for MBA: Greater Noida Institute of Technology, Sri Balaji or IPE?",()
8365,What is the cutoff for CAT score to join MBA?,"('EXAM-scores-direct-opinion',)"
8366,want to become a biology professor so what should i do after 12th and what are the subjects in Bsc?  tell me some good colleges in Mumbai,()
8367,Which college can I get for B.Arch with 203 marks and 5102 OBC category rank in JEE Mains paper 2?,"('EXAM-sample papers-direct-opinion',)"
8368,What is the difference between IIT syllabus and university syllabus?,"('EXAM-syllabus-direct-factual', 'EXAM-syllabus-direct-opinion')"
8369,How much percentage do we need to get in 10th for automobile engineering in future,()
8370,what is the fee structure of b.tech marine engineering and last date to submit application form ?,()
8371,In which fields can I get job after completing B.Sc. in hotel management and hospitality from Chandigarh University (CU)?,"('COMPARISON-course comp-indirect-opinion',)"
8372,What is the eligibility criteria to get admission in Drama School?,"('EXAM-eligibility-direct-opinion',)"
8373,"Which is best for CSE. I have options of DTU,NSIT,IIIT Delhi,NIT Delhi,Surathkal,warngl. Plz arrange in order. I got 3000 rank in jee mains.",()
8374,Is there any age restriction for doing MBA course because I am 23 and from B.Com background?,()
8375,Which college is better among Chhatarpati Shahu Ji Maharaj University-Kanpur and Galgotias College of Engineering and Technology in UPSEE?,()
8376,I have low scores in CAT. My CMAT score is 81. I want to go for BET but today is the last date to apply. Is it possible to apply?,"('EXAM-scores-direct-opinion',)"
8377,What is maximum n minimum salary offered to operations students at IBS Hyderabd? How many operations students got placed there?,()
8378,"Which college is better for B.Tech in CSE: ASE Bengaluru or ASE,Coimbatore?","('COMPARISON-College comparison-indirect-factual',)"
8379,Which field among CSE and IT is worth pursuing? Which one has a better scope and more paid job opportunity?,"('COMPARISON-course comp-indirect-opinion',)"
8380,Is it true that placements are not 100% and the left out students from all the 3 campus are called for the pooled placement?,"('LISTING-placements-direct-factual', 'LISTING-placements-direct-opinion')"
8381,"Sir, is it, this is govt. college? &amp; is there any counselling for addmission? I want more information about these all through mails or phone calls. I hope, u'll guide me in a certain way. thank U... I'm await of hearing that.",()
8382,Is it possible to get a call with 126 marks in CMAT? Do I stand any chances to get a GDPI call?,()
8383,Is it a good idea to pursue BBA from abroad?,()
8384,CAN I TAKE ADMISSION WITHOUT CLEAR THE ENTERNCE EXAM FOR TOLANI MARITIME PUNE,()
8385,Are the students of NIOS eligible for JEE and UPSEE exams?,()
8386,Which college is better among JIIT and LNMIIT? Which is the best branch for public and private sector? I have scored 85% in class 12th.,"('COMPARISON-course comp-indirect-opinion',)"
8387,"What is the minimum, average and highest placement package offered by the college in HR (major) and marketing (minor)?","('LISTING-placements-direct-factual', 'LISTING-placements-indirect-factual')"
8388,Which are the best distance universities in India for MBA in hospital administration?,()
8389,Do I need to clear any entrance exam for MBA?,"('LISTING-Entrance exam-direct-opinion',)"
8390,I have completed BBA with 64% and CMAT score 55 CAT 30 Pr whcih college is better for me in mumbai,()
8391,Can I get admission in a good college for engineering? My JEE mains rank is 170000 and I belong to OBC category.,"('LISTING-Admissions-direct-opinion',)"
8392,Which college is preferred as I have got 78 marks in Mains and 75% in class 12th?,()
8393,I haven't appeared for the optional subject exam in the 2nd-year of B.Sc. Am I eligible for government jobs?,()
8394,Which course is better to get success- journalism or LLB?,"('COMPARISON-course comp-indirect-opinion',)"
8395,What are the salary prospects in abroad after becoming a CA?,()
8396,I got 92 percentile in CAT. My scores in 10th-87% and 12th-93.6%. I graduated in B.Sc with 70.28%. Which colleges can I get for MBA?,()
8397,best training center of php in jaipur,()
8398,What's an eligibility for part time M.S. from BITS Pilani? And is it worth doing?,"('COMPARISON-College comparison-direct-opinion',)"
8399,I have completed my 12th from NIOS with 59%. Am I eligible to get admission in B.Arch course in any college in India?,"('LISTING-eligibility-direct-factual',)"
8400,When will the admissions start for January 2017 intake in California?,()
8401,"should i need to crack CAT, MAT exams to get admission here?n",()
8402,What is the average CTC offered to the students of PGPRM? What is CAT cutoff required for the same?,"('EXAM-cut off-direct-opinion',)"
8403,last date of filling mca application form 2013,"('EXAM-dates-direct-factual', 'EXAM-dates-direct-opinion')"
8404,What is the eligibility criteria for taking UGC-NET exam?,()
8405,Is Java + Android required in the 1st-year of engineering to become a computer science engineer?,()
8406,can u tell me the best coaching centers,"('EXAM-coaching -direct-opinion',)"
8407,Is CAT enough or should I write GMAT also for admission in Iims (premium B-Schools)?,()
8408,With score of 108 in JEE Mains and 89.54% marks in HSC is it possible to get seat in NITs?,()
8409,what is the admission procedure to get admission in mca in oxford colledge/,"('LISTING-Admissions-direct-factual',)"
8410,greetings of the day . i am saniya . completed my hotel management and planning to do hr from bhubaneswar as my family is there . please can u suugest good colegess which have recognised hr . i have appeared for cat / mat . relying more on mat scores . please help .,"('EXAM-scores-direct-opinion',)"
8411,What should be my preparation strategy to qualify CAT or TOEFL exam? When should I appear for CAT or TOEFL exam?,()
8412,When is the counselling for BPT course in Osmania Medical College?,"('LISTING-Counselling-direct-opinion',)"
8413,Can you tell me about the counselling procedure of WBJEE 2016?,"('EXAM-counseling-direct-factual', 'LISTING-Counselling-direct-factual', 'LISTING-Counselling-direct-opinion')"
8414,what are the cut-offs for simc-pune?if there comes any second list...how do we get informed?,"('LISTING-Cut off-direct-opinion',)"
8415,"Is it worth to do MBA from Presidency College, Bangalore?",()
8416,With 59 Marks in JEE mains 88.45 marks in cbse and belonging to OBC category which college can i get for B.tech,()
8417,What are the subjects of DOEACC?,()
8418,What is the required minimum percentage in class 12th to pursue B.Sc in mathematical sciences?,()
8419,how much marks are required to get admission in bcom,()
